cond
2413.163889378024
4554.889334973933
6562.531093468488
8478.510255162755
10325.034550338924
12115.886355973988
13860.463251661531
15565.576334057187
17236.380108177655
18876.903816347265
2145.7094073125277
4046.1857161566236
5824.36532490972
7518.514354405009
9148.761623650886
10727.646799215518
12263.747356116217
13763.29710937801
15231.025114937953
16670.636032018672
