cond
3022.263408
5601.158044
7969.681304
10197.21579
12319.30338
14357.63337
16326.79147
18237.22599
20096.76477
21911.47326
2250.082157
4224.990838
6063.155407
7807.509569
9480.586341
11096.3977
12664.51359
14191.87994
15683.75991
17144.27239
2508.873003
4659.52918
6636.836943
8496.842617
10268.5579
11969.82936
13612.73702
15205.98185
16756.11324
18268.22681
