cond
123.62278317643666
245.11631891110795
365.2931076873494
484.4408269892636
602.7246829850859
1184.2215911238084
2313.1453906489705
3411.1258482905982
4486.395069484192
5543.523226763661
6585.486234312157
7614.398897093516
8631.85096369429
9639.08560472217
10637.103946884514
