cond
256.58987790406604
502.0421416526096
740.8688149698676
974.6452676715919
1204.2665419833409
2306.23232249357
4360.162161555564
6286.4997460669665
8124.449066637712
9894.76531359411
11610.446492429066
13280.423773009845
14911.213803278091
16507.777719955462
18074.014409431882
